,author_name,book_title,category,publish_date
552,Mike Mignola,"Hellboy, Vol. 1: Seed of Destruction",1,1994
553,Joe Hill,Welcome to Lovecraft,1,2008
554,Charles Burns,Black Hole,1,1995
555,Gene Luen Yang,American Born Chinese,1,2006
556,Shaun Tan,The Arrival,1,2006
557,Tsugumi Ohba,"Death Note, Vol. 1: Boredom",1,2003
558,Daniel Clowes,Ghost World,1,1998
559,Garth Ennis,"Preacher, Volume 1: Gone to Texas",1,1996
560,Jeff Smith,Bone: The Complete Edition,1,1991
561,Alison Bechdel,Fun Home: A Family Tragicomic,1,2006
562,Bryan Lee O`Malley,"Scott Pilgrim, Volume 1: Scott Pilgrim`s Precious Little Life",1,2004
563,Robert Kirkman,"The Walking Dead, Vol. 1: Days Gone Bye",1,2004
564,Bill Willingham,"Fables, Vol. 1: Legends in Exile",1,2002
565,Art Spiegelman,The Complete Maus,1,1986
566,Alison Croggon,The Naming,1,2002
567,Rebecca Nolen,The Dry,1,2013
568,Katie Cross,Miss Mabel`s School for Girls,1,2014
569,Henry H. Neff,The Hound of Rowan,1,2007
570,Peter S. Beagle,The Last Unicorn,1,1968
571,James A. Owen,"Here, There Be Dragons",1,2006
572,Malcolm McCoard,Maya`s Magical Adventures,1,2017
573,Marion Zimmer Bradley,The Mists of Avalon,1,1982
574,Tamora Pierce,Sandry`s Book,1,1997
575,Paul Stewart,Beyond the Deepwoods,1,1998
576,Dianne K. Salerni,The Eighth Day,1,2014
577,P.B. Kerr,The Akhenaten Adventure,1,2004
578,Mary  Stewart,The Crystal Cave,1,1970
579,T.A. Barron,The Lost Years of Merlin,1,1996
580,Natalie Babbitt,Tuck Everlasting,1,1975
581,T.H. White,The Sword in the Stone,1,1938
582,Frances Hodgson Burnett,A Little Princess,1,1905
583,Anne McCaffrey,Dragonsong,1,1976
584,D.J. MacHale,The Merchant of Death,1,2002
585,Edward Eager,Half Magic,1,1954
586,Lemony Snicket,The Bad Beginning,1,1999
587,David Eddings,Pawn of Prophecy,1,1982
588,Tony DiTerlizzi,The Field Guide,1,2003
589,Roald Dahl,Matilda,1,1988
590,Anthony Horowitz,Stormbreaker,1,2000
591,Megan Whalen Turner,The Thief,1,1996
592,Robert Jordan,The Eye of the World,1,1990
593,Frank Beddor,The Looking Glass Wars,1,2004
594,Garth Nix,Mister Monday,1,2003
595,Brian Jacques,Redwall,1,1986
596,Obert Skye,Leven Thumps and the Gateway to Foo,1,2005
597,Diane Duane,So You Want to Be a Wizard,1,1983
598,Jenny Nimmo,Midnight for Charlie Bone,1,2002
599,Michael Ende,The Neverending Story,1,1979
600,Lloyd Alexander,The Book of Three,1,1964
601,John Flanagan,The Ruins of Gorlan,1,2004
602,L. Frank Baum,The Wonderful Wizard of Oz,1,1900
603,Patrick Rothfuss,The Name of the Wind,1,2007
604,William Goldman,The Princess Bride,1,1973
605,Trenton Lee Stewart,The Mysterious Benedict Society,1,2007
606,Dave Barry,Peter and the Starcatchers,1,2004
607,Katherine Paterson,Bridge to Terabithia,1,1977
608,James Dashner,The Maze Runner,1,2009
609,Michael Scott,The Alchemyst,1,2007
610,Jeanne DuPrau,The City of Ember,1,0
611,Diana Wynne Jones,Howl`s Moving Castle,1,1986
612,Madeleine L`Engle,A Wrinkle in Time,1,1962
613,Jonathan Stroud,The Amulet of Samarkand,1,2003
614,Angie Sage,Magyk,1,2005
615,Becky Albertalli,Leah on the Offbeat,1,2018
616,J.C. Lillis,How to Repair a Mechanical Heart,1,2012
617,Julie Anne Peters,Rage: A Love Story,1,2009
618,Malinda Lo,Adaptation,1,2012
619,Sara Farizan,If You Could Be Mine,1,2013
620,Lauren Myracle,Shine,1,2011
621,John  Goode,Maybe With a Chance of Certainty,1,2011
622,Amber Lehman,Torn,1,2009
623,J.H. Trumble,Don`t Let Me Go,1,2011
624,Carol Plum-Ucci,What Happened to Lani Garver,1,2002
625,Ellen Wittlinger,Hard Love,1,1999
626,Alex   Sanchez,So Hard to Say,1,2004
627,Bill Konigsberg,Out of the Pocket,1,2008
628,Brent Hartinger,The Order of the Poison Oak,1,2005
629,James Howe,Totally Joe,1,2005
630,Hannah Moskowitz,Teeth,1,2013
631,Dale Peck,Sprout,1,2009
632,Peter Cameron,Someday This Pain Will Be Useful to You,1,2007
633,Ellen Hopkins,Tricks,1,2009
634,Adam Silvera,History Is All You Left Me,1,2017
635,Francesca Lia Block,Weetzie Bat,1,1989
636,Steve Kluger,My Most Excellent Year,1,2008
637,Brian Katcher,Almost Perfect,1,2009
638,Michael Barakiva,One Man Guy,1,2014
639,Rachel Cohn,Naomi and Ely`s No Kiss List,1,2007
640,Nick Burd,The Vast Fields of Ordinary,1,2009
641,Alex London,Proxy,1,2013
642,Nina LaCour,Everything Leads to You,1,2014
643,Michael Thomas Ford,Suicide Notes,1,2008
644,Sara Ryan,Empress of the World,1,2001
645,Shaun David Hutchinson,We Are the Ants,1,2016
646,A.S. King,Ask the Passengers,1,2012
647,Mackenzi Lee,The Gentleman`s Guide to Vice and Virtue,1,2017
648,Emily M. Danforth,The Miseducation of Cameron Post,1,2012
649,Perry Moore,Hero,1,2007
650,Madeline Miller,The Song of Achilles,1,2011
651,Nancy Garden,Annie on My Mind,1,1982
652,Benjamin Alire Sáenz,Aristotle and Dante Discover the Secrets of the Universe,1,2012
653,Lenora Henson,The Wicked Garden,1,2013
654,Joanne Harris,The Girl with No Shadow,1,2007
655,Salman Rushdie,Shame,1,1983
656,Jo Walton,Among Others,1,2011
657,Alice Hoffman,Here on Earth,1,1997
658,Nicholas Christopher,A Trip to the Stars,1,2000
659,Louis de Bernières,The War of Don Emmanuel`s Nether Parts,1,1990
660,Ransom Riggs,Miss Peregrine`s Home for Peculiar Children,1,2011
661,Isabel Allende,The Stories of Eva Luna,1,1988
662,Haruki Murakami,Dance Dance Dance,1,1988
663,Julio Cortázar,Cronopios and Famas,1,1962
664,Angela Carter,The Magic Toyshop,1,1967
665,Robin Sloan,Mr. Penumbra`s 24-Hour Bookstore,1,2012
666,Karen Russell,Swamplandia!,1,2011
667,Erick Setiawan,Of Bees and Mist,1,2009
668,Alice Walker,The Temple of My Familiar,1,1989
669,Gloria Naylor,Mama Day,1,1988
670,Milorad Pavić,Dictionary of the Khazars (Male Edition),1,1983
671,Chitra Banerjee Divakaruni,The Mistress of Spices,1,1997
672,Hermann Hesse,Steppenwolf,1,1927
673,Téa Obreht,The Tiger`s Wife,1,2011
674,W.P. Kinsella,Shoeless Joe,1,1982
675,Gabriel García Márquez,Memories of My Melancholy Whores,1,2004
676,Jorge Amado,Dona Flor and Her Two Husbands,1,1966
677,Daniel Wallace,Big Fish,1,1998
678,Luis Alberto Urrea,The Hummingbird`s Daughter,1,2005
679,John     Nichols,The Milagro Beanfield War,1,1974
680,Carlos Ruiz Zafón,The Angel`s Game,1,2008
681,Günter Grass,The Tin Drum,1,1959
682,Leslye Walton,The Strange and Beautiful Sorrows of Ava Lavender,1,2014
683,Juan Rulfo,Pedro Páramo,1,1955
684,Eowyn Ivey,The Snow Child,1,2012
685,Tom Robbins,Even Cowgirls Get the Blues,1,1976
686,Rudolfo Anaya,"Bless Me, Ultima",1,1972
687,Jeanette Winterson,The Passion,1,1987
688,Aimee Bender,The Particular Sadness of Lemon Cake,1,2010
689,Italo Calvino,If on a Winter`s Night a Traveler,1,1979
690,John Crowley,"Little, Big",1,1981
691,Helene Wecker,The Golem and the Jinni,1,2013
692,Junot Díaz,The Brief Wondrous Life of Oscar Wao,1,2007
693,Mark Helprin,Winter`s Tale,1,1983
694,Yann Martel,Life of Pi,1,2001
695,Ki Longfellow,Houdini Heart,1,2011
696,Jonathan Safran Foer,Everything Is Illuminated,1,2002
697,Sarah Addison Allen,The Peach Keeper,1,2011
698,Jorge Luis Borges,Ficciones,1,1944
699,Erin Morgenstern,The Night Circus,1,2011
700,Mikhail Bulgakov,The Master and Margarita,1,1967
701,Laura Esquivel,Like Water for Chocolate,1,1989
702,Pepper Winters,Unseen Messages,1,2016
703,Amy Harmon,From Sand and Ash,1,2016
704,Madeline Sheehan,Undeserving,1,2017
705,Brittainy C. Cherry,The Fire Between High & Lo,1,2016
706,Aleatha Romig,Cunning,1,2016
707,Kristen Proby,Listen to Me,1,2016
708,Katie Ashley,Last Mile,1,2016
709,Tijan,Fallen Crest Home,1,2017
710,Julia Quinn,Because of Miss Bridgerton,1,2016
711,Darynda Jones,The Dirt on Ninth Grave,1,2016
712,Vi Keeland,Stuck-Up Suit,1,2016
713,Renee Carlino,Swear on This Life,1,2016
714,C.D. Reiss,HardBall,1,2016
715,Aly Martinez,Fighting Solitude,1,2016
716,Rebecca Yarros,Hallowed Ground,1,2016
717,Leisa Rayven,Wicked Heart,1,2016
718,L.A. Casey,Ryder,1,2016
719,Claudia Connor,Worth It All,1,2016
720,Aurora Rose Reynolds,Until June,1,2016
721,Lisa Renee Jones,Demand,1,2016
722,Sawyer Bennett,Sugar Daddy,1,2016
723,Karina Halle,The Lie,1,2016
724,L.H. Cosway,The Player and the Pixie,1,2016
725,Penny Reid,Happily Ever Ninja,1,2016
726,Jodi Ellen Malpas,The Protector,1,2016
727,Alessandra Torre,Moonshot,1,2016
728,R.K. Lilley,Breaking Her,1,2016
729,Krista Ritchie,Infini,1,2017
730,Helena Hunting,Pucked Over,1,2016
731,Jay Crownover,Charged,1,2016
732,Penelope Ward,RoomHate,1,2016
733,Corinne Michaels,Defenseless,1,2015
734,Joanna Wylde,Reaper`s Fire,1,2016
735,Mia Sheridan,Midnight Lily,1,2016
736,Belle Aurora,Dirty,1,2016
737,T.M. Frazier,Soulless,1,2016
738,Christina Lauren,Wicked Sexy Liar,1,2016
739,Elle Kennedy,The Goal,1,2016
740,K. Bromberg,Aced,1,2016
741,Emma Chase,Appealed,1,2016
742,Kylie Scott,Dirty,1,2016
743,Sharon Creech,Walk Two Moons,1,1994
744,Anthony Burgess,A Clockwork Orange,1,1962
745,Willa Cather,My Ántonia,1,1918
746,Thomas Hardy,Tess of the D`Urbervilles,1,1891
747,Charles Dickens,A Tale of Two Cities,1,1859
748,Ralph Ellison,Invisible Man,1,1952
749,Victor Hugo,Les Misérables,1,1862
750,Homer,The Iliad,1,0
751,Mary Ann Shaffer,The Guernsey Literary and Potato Peel Pie Society,1,2008
752,Ellen Raskin,The Westing Game,1,1978
753,Zora Neale Hurston,Their Eyes Were Watching God,1,1937
754,Richard Bach,Jonathan Livingston Seagull,1,1970
755,Elizabeth Gilbert,"Eat, Pray, Love",1,2006
756,Barbara Kingsolver,The Poisonwood Bible,1,1998
757,Gustave Flaubert,Madame Bovary,1,1856
758,John Steinbeck,The Grapes of Wrath,1,1939
759,Mark Twain,The Adventures of Tom Sawyer,1,1876
760,Joseph Conrad,Heart of Darkness,1,1899
761,Sue Monk Kidd,The Secret Life of Bees,1,2001
762,Orson Scott Card,Ender`s Game,1,1985
763,Arthur  Miller,The Crucible,1,1953
764,Diana Gabaldon,Outlander,1,1991
765,Chinua Achebe,Things Fall Apart,1,1958
766,Jack London,The Call of the Wild,1,1903
767,Ken Kesey,One Flew Over the Cuckoo`s Nest,1,1962
768,Ernest Hemingway,The Old Man and the Sea,1,1952
769,Geoffrey Chaucer,The Canterbury Tales,1,1390
770,William Paul Young,The Shack,1,2007
771,Philip Pullman,The Golden Compass,1,1995
772,Richard  Adams,Watership Down,1,1972
773,Fyodor Dostoyevsky,Crime and Punishment,1,1866
774,Albert Camus,The Stranger,1,1942
775,John Boyne,The Boy in the Striped Pajamas,1,2006
776,Lois Lowry,Number the Stars,1,1989
777,Sara Gruen,Water for Elephants,1,2006
778,Alice Sebold,The Lovely Bones,1,2002
779,Paulo Coelho,The Alchemist,1,1988
780,Mary Wollstonecraft Shelley,Frankenstein,1,1818
781,Daniel Keyes,Flowers for Algernon,1,1966
782,Emily Brontë,Wuthering Heights,1,1847
783,Kathryn Stockett,The Help,1,2009
784,Mark Haddon,The Curious Incident of the Dog in the Night-Time,1,2003
785,Nathaniel Hawthorne,The Scarlet Letter,1,1850
786,Antoine de Saint-Exupéry,The Little Prince,1,1943
787,William Shakespeare,Macbeth,1,1606
788,Markus Zusak,The Book Thief,1,2005
789,George Orwell,Animal Farm,1,1945
790,Elie Wiesel,Night,1,1958
791,J.D. Salinger,The Catcher in the Rye,1,1951
792,Charlotte Brontë,Jane Eyre,1,1847
793,William Golding,Lord of the Flies,1,1954
794,Anne Frank,The Diary of a Young Girl,1,1947
795,S.E. Hinton,The Outsiders,1,1967
796,F. Scott Fitzgerald,The Great Gatsby,1,1925
797,Harper Lee,To Kill a Mockingbird,1,1960
798,Wilkie Collins,The Woman in White,1,1859
799,Peter Tremayne,Absolution by Murder,1,1994
800,Ian McEwan,Atonement,1,2001
801,Will Thomas,Some Danger Involved,1,2004
802,Ruth Downie,Medicus,1,2006
803,Michael Cox,The Meaning of Night,1,2006
804,Kate Mosse,Labyrinth,1,2005
805,C.S. Harris,Where Shadows Dance,1,2011
806,Elizabeth Peters,The Curse of the Pharaohs,1,1981
807,Margaret Frazer,The Novice`s Tale,1,1992
808,Dorothy Dunnett,The Game of Kings,1,1961
809,Arturo Pérez-Reverte,The Club Dumas,1,1993
810,Boris Akunin,The Winter Queen,1,1998
811,Karen Maitland,Company of Liars,1,2008
812,Victoria Dougherty,The Bone Church,1,2014
813,Deanna Raybourn,Dark Road to Darjeeling,1,2010
814,Umberto Eco,Foucault`s Pendulum,1,1988
815,Tasha Alexander,A Fatal Waltz,1,2008
816,Laurie R. King,The Game,1,2004
817,Walter Mosley,Devil in a Blue Dress,1,1990
818,Shelley Gray,Deception on Sable Hill,1,2015
819,Bruce Alexander,Blind Justice,1,1994
820,Kate Ross,Cut to the Quick,1,1993
821,A.S. Byatt,Possession,1,1990
822,Sharon Kay Penman,The Queen`s Man,1,1996
823,Charles Finch,A Beautiful Blue Death,1,2007
824,Ariana Franklin,A Murderous Procession,1,2010
825,David Liss,A Conspiracy of Paper,1,2000
826,Ellis Peters,Monk`s Hood,1,1980
827,C.J. Sansom,Heartstone,1,2010
828,Lauren Willig,The Secret History of the Pink Carnation,1,2004
829,Steven Saylor,Roman Blood,1,1991
830,Jamie Ford,Hotel on the Corner of Bitter and Sweet,1,2009
831,Charles Todd,A Test of Wills,1,1994
832,Kate Morton,The House at Riverton,1,2006
833,Jacqueline Winspear,Pardonable Lies,1,2005
834,Rhys Bowen,Her Royal Spyness,1,2007
835,Sarah Waters,Fingersmith,1,2002
836,Matthew Pearl,The Dante Club,1,2003
837,Robert   Harris,Pompeii,1,2003
838,Tom Rob Smith,Child 44,1,2008
839,Lindsey Davis,The Silver Pigs,1,1989
840,Anne Perry,The Face of a Stranger,1,1990
841,Caleb Carr,The Angel of Darkness,1,0
842,Iain Pears,An Instance of the Fingerpost,1,1997
843,Alan Bradley,The Sweetness at the Bottom of the Pie,1,2009
844,Patrick Süskind,Perfume: The Story of a Murderer,1,1985
845,Josephine Tey,The Daughter of Time,1,1949
846,Diane Setterfield,The Thirteenth Tale,1,2006
847,Elizabeth Kostova,The Historian,1,0
848,Erin Hunter,A Dangerous Path,1,2005
849,Linda Howard,Kill and Tell,1,1998
850,Jean M. Auel,"The Clan of the Cave Bear, the Valley of Horses, the Mammoth Hunters, the Plains of Passage",1,1986
851,Layla Wolfe,Bad To The Bones,1,2014
852,Max Cummings,Liberty Belle,1,2014
853,Robertson Davies,The Cornish Trilogy: The Rebel Angels; What`s Bred in the Bone; The Lyre of Orpheus,1,1988
854,Judith Guest,Ordinary People,1,1976
855,John Updike,Rabbit Redux,1,1971
856,Robert Musil,The Man Without Qualities,1,1930
857,Barack Obama,The Audacity of Hope: Thoughts on Reclaiming the American Dream,1,2006
858,Dave Eggers,What Is the What,1,2006
859,David McCullough,John Adams,1,2001
860,Eric Schlosser,Fast Food Nation: The Dark Side of the All-American Meal,1,2001
861,Zadie Smith,White Teeth,1,2000
862,Mark Z. Danielewski,House of Leaves,1,2000
863,Richard Russo,Empire Falls,1,2001
864,Gregory David Roberts,Shantaram,1,0
865,Abraham   Verghese,Cutting for Stone,1,2009
866,Nicole Krauss,The History of Love,1,2005
867,Jonathan Franzen,The Corrections,1,2001
868,Steven D. Levitt,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",1,2005
869,David Mitchell,Cloud Atlas,1,2004
870,Lisa See,Snow Flower and the Secret Fan,1,2005
871,Michael Chabon,The Amazing Adventures of Kavalier & Clay,1,2000
872,Erik Larson,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",1,2003
873,Ann Patchett,Bel Canto,1,2001
874,Jeffrey Eugenides,Middlesex,1,2002
875,Carol Ryrie Brink,Caddie Woodlawn,1,1935
876,Gary Jennings,Aztec,1,1980
877,Michel Faber,The Crimson Petal and the White,1,2002
878,James A. Michener,The Source,1,1965
879,Bernard Cornwell,The Last Kingdom,1,2004
880,Gore Vidal,Lincoln,1,1984
881,M.M. Kaye,The Far Pavilions,1,1978
882,Patricia MacLachlan,"Sarah, Plain and Tall",1,1985
883,John Irving,The Cider House Rules,1,1985
884,Patrick O`Brian,The Complete Aubrey/Maturin Novels (5 Volumes),1,1994
885,Edward Rutherfurd,London,1,1997
886,John Fowles,The French Lieutenant`s Woman,1,1969
887,Kathleen Winsor,Forever Amber,1,1944
888,John Jakes,North and South,1,1982
889,Colleen McCullough,The First Man in Rome,1,1990
890,James Clavell,Tai-Pan,1,1966
891,Michelle Moran,Nefertiti,1,2007
892,Sarah Dunant,The Birth of Venus,1,2003
893,Susanna Clarke,Jonathan Strange & Mr Norrell,1,2004
894,Walter Scott,Ivanhoe,1,1819
895,Hilary Mantel,Wolf Hall,1,2009
896,Alan Brennert,Moloka`i,1,2003
897,Irving Stone,The Agony and the Ecstasy,1,1958
898,Fannie Flagg,Fried Green Tomatoes at the Whistle Stop Cafe,1,1987
899,Anthony Doerr,All the Light We Cannot See,1,2014
900,Donna Woolfolk Cross,Pope Joan,1,1996
901,Emmuska Orczy,The Scarlet Pimpernel,1,1905
902,Leon Uris,Exodus,1,1958
903,Anya Seton,Katherine,1,1954
904,Michael Ondaatje,The English Patient,1,1992
905,Robert Graves,"I, Claudius",1,1934
906,Alexandre Dumas,The Three Musketeers,1,1844
907,Charles Frazier,Cold Mountain,1,1997
908,Larry McMurtry,Lonesome Dove,1,1985
909,Anita Diamant,The Red Tent,1,1997
910,Miguel de Cervantes Saavedra,Don Quixote,1,1605
911,Harriet Beecher Stowe,Uncle Tom`s Cabin,1,1852
912,Erich Maria Remarque,All Quiet on the Western Front,1,1929
913,Leo Tolstoy,War and Peace,1,1867
914,Margaret Wise Brown,Goodnight Moon,1,1947
915,Vladimir Nabokov,Lolita,1,1955
916,Joseph Heller,Catch-22,1,1961
917,Dr. Seuss,"Oh, The Places You`ll Go!",1,1990
918,Maurice Sendak,Where the Wild Things Are,1,1963
919,Oscar Wilde,The Picture of Dorian Gray,1,1890
920,Lewis Carroll,Alice`s Adventures in Wonderland & Through the Looking-Glass,1,1872
921,Shel Silverstein,The Giving Tree,1,1964
922,Sherman Alexie,The Absolutely True Diary of a Part-Time Indian,1,2007
923,Wendelin Van Draanen,Flipped,1,2001
924,E.L. Konigsburg,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,1,1967
925,Astrid Lindgren,Pippi Longstocking,1,1945
926,Ann Brashares,The Sisterhood of the Traveling Pants,1,2001
927,Norton Juster,The Phantom Tollbooth,1,1961
928,L.M. Montgomery,Anne of Green Gables,1,1908
929,Ellen Schreiber,Vampire Kisses,1,2003
930,Anna Godbersen,The Luxe,1,2007
931,Margaret Peterson Haddix,Among the Hidden,1,1998
932,Erica Jong,Fear of Flying,1,1973
933,Heinrich Böll,The Lost Honor of Katharina Blum,1,1974
934,Peter Straub,Ghost Story,1,1979
935,Mildred D. Taylor,"Roll of Thunder, Hear My Cry",1,1976
936,Sidney Sheldon,The Other Side of Midnight,1,1973
937,Herman Wouk,War and Remembrance,1,1978
938,Chaim Potok,My Name Is Asher Lev,1,1972
939,Arthur C. Clarke,Rendezvous with Rama,1,1973
940,Norman Mailer,The Executioner`s Song,1,1979
941,Terry Brooks,The Sword of Shannara,1,1977
942,Wallace Stegner,Angle of Repose,1,1971
943,Jon Stone,The Monster at the End of this Book,1,1971
944,Tom Wolfe,The Right Stuff,1,1979
945,Susan Cooper,The Dark Is Rising,1,1973
946,Jeffrey Archer,Kane and Abel,1,1979
947,Judy Blume,Tales of a Fourth Grade Nothing,1,1972
948,James Dickey,Deliverance,1,1970
949,Louis Sachar,Sideways Stories from Wayside School,1,1978
950,Michel Foucault,"The History of Sexuality, Volume 1: An Introduction",1,1976
951,Barbara W. Tuchman,A Distant Mirror:  The Calamitous 14th Century,1,1978
952,Milan Kundera,The Book of Laughter and Forgetting,1,1979
953,Pablo Neruda,The Essential Neruda: Selected Poems,1,1979
954,Arnold Lobel,Frog and Toad Are Friends,1,1970
955,Thomas Pynchon,Gravity`s Rainbow,1,1973
956,Erma Bombeck,The Grass Is Always Greener over the Septic Tank,1,1976
957,Frederick Forsyth,The Day of the Jackal,1,1971
958,Carl Bernstein,All the President`s Men,1,1974
959,Edward W. Said,Orientalism,1,1978
960,Michael Shaara,The Killer Angels,1,1974
961,Helene Hanff,"84, Charing Cross Road",1,1970
962,E.L. Doctorow,Ragtime,1,1975
963,Iris Murdoch,The Black Prince,1,1973
964,Vincent Bugliosi,Helter Skelter: The True Story of the Manson Murders,1,1974
965,John le Carré,"Tinker, Tailor, Soldier, Spy",1,1974
966,Robert M. Pirsig,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,1,1974
967,William Peter Blatty,The Exorcist,1,1971
968,Dee Brown,Bury My Heart at Wounded Knee: An Indian History of the American West,1,1970
969,Hunter S. Thompson,Fear and Loathing in Las Vegas,1,1971
970,Sangu Mandanna,The Lost Girl,1,2012
971,Sarah M. Ross,Echo of an Earth Angel,1,0
972,Jennifer Malone Wright,The Vampire Hunter`s Daughter:  Complete Collection,1,2012
973,Tiffany A. White,Football Sweetheart,1,2012
974,Jenna Kay,Mark of the Seer,1,2011
975,Ella James,Chosen,1,2012
976,Saundra Mitchell,The Springsweet,1,2012
977,Alivia Anders,Obumbrate,1,2012
978,Rue Volley,Menagerie of Mystery & Mayhem,1,2012
979,Alexia Purdy,Ever Shade,1,2011
980,Melissa Turner Lee,The Earth Painter,1,2011
981,Crystal Cattabriga,Mariza,1,2012
982,Karen  Prince,Switch! The Lost Kingdoms of Karibu,1,0
983,Christy Sloat,The Many Lives of Avery Snow,1,2012
984,Beth Fantaskey,Jessica Rules the Dark Side,1,2011
985,A.K. Morgen,Fade,1,2012
986,Rebecca Gober,Project ELE,1,2012
987,A.J. Lape,Grade A Stupid,1,2012
988,Krystal Wade,Wilde`s Fire,1,2012
989,Nicole  Williams,Crash,1,2012
990,Airicka Phoenix,Touching Smoke,1,2012
991,Willow Cross,Afterlife,1,2012
992,Cambria Hebert,Charade,1,2012
993,A.O. Peart,Forged by Greed,1,2012
994,Jessica Sorensen,Ember,1,2012
995,Nadège Richards,Burning Bridges,1,2012
996,Shanora Williams,Sacred Angels,1,2012
997,Myra McEntire,Timepiece,1,2012
998,Marta Acosta,Dark Companion,1,2012
999,Gennifer Albin,Crewel,1,2012
1000,Carrie Jones,Endure,1,2012
1001,Janet Lee Carey,Dragonswood,1,2012
1002,Sarah Crossan,Breathe,1,2012
1003,Amber Argyle,Witch Born,1,2012
1004,Heather Anastasiu,Glitch,1,2012
1005,Syrie James,Forbidden,1,2012
1006,Ruth Frances Long,The Treachery of Beautiful Things,1,2012
1007,Susan Dennard,Something Strange and Deadly,1,2012
